style,Name,Brewery,Beer Name (Full),Description,ABV,Min IBU,Max IBU,Astringency,Body,Alcohol,Bitter,Sweet,Sour,Salty,Fruits,Hoppy,Spices,Malty,review_aroma,review_appearance,review_palate,review_taste,review_overall
IPA,Crooked Tree IPA,Dark Horse Brewing Company,Dark Horse Brewing Company Dark Horse Crooked Tree IPA,"Notes:Inspired by West Coast I.P.A.'s, but brewed with Michigan style. The Crooked Tree is heavily dry hopped to give it a big aroma of pine and citrus. The flavors are big, yet very balanced between fresh hops and malt. Often described as ""grapefruit"" our hops give this beer an excellent fruit flavor that finishes dry.\t",6.5,50,70,19,39,8,77,48,62,0,80,116,2,74,3.930727,3.823045,3.851166,3.937586,3.975309
IPA,Hop Ottin' IPA,Anderson Valley Brewing Company,Anderson Valley Brewing Company Hop Ottin' IPA,"Notes:Our Hop Ottin’ IPA is brewed and dry-hopped with copious amounts of Columbus and Cascade. This beer is a showcase of the bright citrusy aromas, bold grapefruit and pine-like flavors, and resiny bitterness that hop heads crave. With a brilliant, deep amber color and solid malt backbone, hints of citron, roses, and bergamot climax with a dry, herbal finish in this well-balanced interpretation of a West Coast IPA.\t",7,50,70,30,29,12,69,48,69,0,75,99,2,61,4.002871,4.110526,3.950239,4.047847,4.007656
IPA,India Pale Ale (IPA),Avery Brewing Company,Avery Brewing Company India Pale Ale (IPA),"Notes:A Colorado IPA with crisp, juicy, and resinous hops and a rich, malty finish.IBUs: 65\t",6.5,50,70,16,33,8,53,33,49,3,56,94,3,41,3.846767,3.921275,3.837395,3.915183,3.940956
IPA,Raging Bitch,Flying Dog Brewery,Flying Dog Brewery Raging Bitch Belgian-Style IPA,"Notes:Two inflammatory words...one wild drink. Nectar imprisoned in a bottle. An anything-but-delicate blend of sharp hoppiness and fruity aroma, this beer is a life-changing backyard knife-fight for your palate. Once you’ve had a Raging Bitch, everything else pales in comparison. Fermented with a volcano-like Belgian yeast strain called “El Diablo,” Raging Bitch earned its polarizing name from the aggressively active nature of the yeast—unleashed, untamed, unbridled...and in heat. Enjoy its golden glow and white foaming head alongside bold flavors like spicy BBQ wings, blue cheese salads, or that bag of family-sized Cool Ranch Doritos you’re going to destroy later while binge-watching Netflix.Malts: CaramelHops: Warrior, Columbus, AmarilloYeast: Belgian (El Diablo)IBU: 60\t",8.3,50,80,17,40,20,63,39,57,0,70,80,29,40,4.057062,4.080226,3.964972,4.051412,3.970621
IPA,A Little Sumpin' Wild,Lagunitas Brewing Company,Lagunitas Brewing Company A Little Sumpin' Wild,Notes:Fermented with the Westmalle yeast strain72.51 IBU\t,8.8,50,80,16,33,17,53,41,69,0,62,71,9,26,4.095273,4.088626,3.996307,4.10192,4.079025
IPA,Green Flash Le Freak,Green Flash Brewing Co.,Green Flash Brewing Co. Green Flash Le Freak,"Notes:Le Freak® is the first-ever hybrid ale of its kind: the convergence of a Belgian-Style Trippel with an American Imperial IPA. This zesty Amarillo dry-hopped, bottle-conditioned marvel entices with fruity Belgian yeast aromatics and a firm, dry finish. Aromas of orange and passion fruit with sweet bready malts, and flavors of orange marmalade and citrus fruit pith. Experience a legendary beer.\t",9.2,50,80,32,33,23,75,65,76,2,83,101,24,50,4.060277,4.121542,3.968379,4.085968,3.916008
IPA,Chainbreaker White IPA,Deschutes Brewery,Deschutes Brewery Chainbreaker White IPA,Notes:,5.5,50,80,12,27,11,47,21,61,0,75,66,22,22,3.722222,3.5,3.666667,3.555556,3.666667
IPA,Citra Bitter Monk,Anchorage Brewing Company,Anchorage Brewing Company Bitter Monk,"Notes:Belgian style double IPA with Brettanomyces. this ale is aged in french oak chardonnay barrels. Brewed with Apollo, Citra, and Simcoe hops. Dry hopped in the barrel with Citra hops. Triple fermented- First in the tank with a Belgian yeast, second in french oak chardonnay barrels with brett, and finally in the bottle with a third yeast for natural carbonation.100 IBU\t",9,50,80,39,36,13,57,56,138,2,133,74,26,23,4.292035,4.309735,4.159292,4.323009,4.314159
IPA,Urthel Hop-ItDe Leyerth Brouwerijen (Urthel),De Leyerth Brouwerijen (Urthel),De Leyerth Brouwerijen (Urthel) Urthel Hop-It,Notes:,9.5,50,80,14,39,29,73,64,55,0,71,85,18,34,3.91517,4.145709,3.944112,3.972056,3.91517
IPA,Otter Creek Fresh Slice,Otter Creek Brewing / Wolaver's,Otter Creek Brewing / Wolaver's Otter Creek Solstice,"Notes:A summer sipper built for lawn chairs, lawn games and lawn mowing, Fresh Slice features the spicy, estery flavor profile of Belgian yeast laced with the juicy hop flavors and aromas of American hops. This White IPA recipe tips the scales with a slice of clementine, a hit of coriander and an 1/8th of...wait, what? This one features a crisp, fresh citrus ripeness deriving from additions of clementine juice and sweet orange peel in the brew process. The first Otter Creek can offering, this is one slice you'll be holding all summer long!\t",5.5,50,80,15,20,10,32,13,70,0,72,52,26,21,3.427083,3.614583,3.614583,3.520833,3.916667
IPA,Bedlam,Ale Asylum,Ale Asylum Bedlam,Notes:Bedlam! A chaotic blend of Citra hops and Belgian yeast give this IPA aromas of summer fruits and a bright hop presence with a plush finish.\t,7.4,50,80,17,32,12,89,54,84,0,107,91,31,33,4.270492,4.098361,4.032787,4.131148,4.213115
IPA,Gouden Carolus Hopsinjoor,Brouwerij Het Anker,Brouwerij Het Anker Gouden Carolus Hopsinjoor,Notes:,8,50,80,11,34,20,53,50,39,0,57,78,22,25,3.99481,4.278547,4.015571,4.081315,4.032872
IPA,Dernière Volonté,Brasserie Dieu Du Ciel,Brasserie Dieu Du Ciel Dernière Volonté,"Notes:The Last Will is born from a meeting between the Belgian and British brewing traditions. It has a complex nose of flowers and alcohol, supported by slightly fruity and malty flavors, all topped by a strong hop bouquet. In the mouth it is spicy and fruity hints and a discrete touch of alcohol. In the final, hops up the rear with force.\t",7,50,80,19,35,22,61,55,80,0,85,76,34,32,3.978,4.156,3.966,3.976,3.992
IPA,The Audacity Of Hops,Cambridge Brewing Company,Cambridge Brewing Company The Audacity Of Hops,Notes:Belgian Double IPA.\t,8,50,80,24,47,13,68,45,81,1,82,99,22,38,4.158537,4.085366,4.073171,4.207317,4.097561
IPA,Smuttynose Homunculus (Big Beer Series),Smuttynose Brewing Company,Smuttynose Brewing Company Smuttynose Homunculus (Big Beer Series),"Notes:This hoppy, Belgian-style golden ale first appeared in early 2007 as the first edition of our Short Batch Series. At that time, we called it the Gnome, an homage to Brasserie d'Achouffe.45 IBU2011 - 9.9%\t",9.37,50,80,16,52,27,61,103,78,0,109,82,31,45,3.875,3.827586,3.771552,3.840517,3.801724
IPA,Triomphe Belgian IPA,Brewery Vivant,Brewery Vivant Triomphe Belgian IPA,Notes:,6.5,50,80,7,11,9,55,24,41,0,41,73,6,17,3.892857,4.047619,3.869048,3.880952,3.869048
IPA,Hopus,Brasserie Lefèbvre SA,Brasserie Lefèbvre SA Hopus,Notes:,8.3,50,80,9,22,20,39,38,38,0,39,56,21,39,3.595455,3.981818,3.681818,3.672727,3.727273
IPA,HopAnomaly - Reserve Series Aged In French Oak Chardonnay Barrels,Nebraska Brewing Company,Nebraska Brewing Company Hop God Reserve Series Aged In French Oak Chardonnay Barrels,"Notes:An artful creation which began with our HopAnomaly Belgian-Style IPA, enhanced by a 6 month maturation in French Oak Chardonnay Barrels. This version of Hop God is a fascinating, big, bold Belgian-style Tripel hopped in very high amounts to concentrate citrus, grapefruit and floral aromatics in the nose. The addition of Chardonnay barrel aging adds further dimension and oak tannins to an already wonderfully complex Ale – bringing to mind tropical fruits and peach. We know of nothing that compares – enjoy!87 IBU\t",10.6,50,80,28,56,23,65,74,107,3,130,79,22,31,4.132075,4.132075,4.018868,4.056604,3.924528
IPA,Simcoe Silly,Kuhnhenn Brewing Company,Kuhnhenn Brewing Company Kuhnhenn Simcoe Silly,"Notes:This Pale American Belgo style beer was 2010 GABF’s silver medal winner. It has notes of spicy pineapple, mango bubblegum aromas which comes from the unique marriage of a special Belgian yeast and an American Simcoe hop. This beer has an initial soft malt sweetness with orange fruitiness and finishes with a hoppy dryness.\t",9,50,80,14,64,36,61,82,76,1,111,73,35,44,3.914286,3.852381,3.833333,3.87619,3.842857
IPA,Pan Galactic Gargle Blaster,Short's Brewing Company,Short's Brewing Company Pan Galactic Gargle Blaster,"Notes:Pan Galactic Gargle Blaster is a Belgian-style Double IPA brewed with Australian Galaxy hops. The nose is an impressive dank blend of citrus aromas reminiscent of guava and lemons, very green and fresh with subtle Belgian yeast esters. An intense clean bitterness dominates the flavor profile with little malt character to compete with. A slight, fruity yeast sweetness is noticeable in the finish alongside a resounding bitterness.\t",10.2,50,80,20,32,25,86,63,85,0,130,108,29,40,4,4,4,4,3.75
IPA,Hoppy Daze IPA,Coronado Brewing Company,Coronado Brewing Company Hoppy Daze IPA,Notes:,9,50,80,21,35,25,57,34,68,1,73,102,37,37,4.06,3.96,3.86,3.93,3.87
IPA,Hop Wrangler,Peace Tree Brewing Co.,Peace Tree Brewing Co. Hop Wrangler,"Notes:Joe’s multinational take on a classic IPA. IPA’s are known for their intense hop bitterness, flavor and aromas. First, Joe used American and English malt, then American and English hops are added during the mash, first wort, boil, and finally it’s dry hopped for aroma. Belgium gets involved with the yeast and a special candy sugar finish for smoothness and flavor.\t",6.25,50,80,30,43,15,105,56,61,2,69,121,14,58,3.829545,3.875,3.75,3.875,3.875
IPA,Gaspar Ale,Picobrouwerij Alvinne / Den Bierzolder,Picobrouwerij Alvinne / Den Bierzolder Gaspar Ale,Notes:,8,50,80,18,40,21,71,66,84,1,95,87,25,44,3.636364,3.853535,3.60101,3.550505,3.565657
IPA,White Birch Hooksett Ale,White Birch Brewing,White Birch Brewing White Birch Hooksett Ale,"Notes:Inspired by our love of Belgian ales and hoppy West Coast ales. We bring Cascade and Columbus hops together with our house yeast for a smooth Belgian style hopfest. Best when fresh, this beer is not intended for aging.\t",7.7,50,80,22,44,17,62,66,55,2,70,79,26,60,3.989362,4.106383,3.787234,3.893617,3.968085
IPA,Aldebaran,Kuhnhenn Brewing Company,Kuhnhenn Brewing Company Kuhnhenn Aldebaran,"Notes:A very hoppy citrus nose leads this beer, with low malt and high hops in flavor. The Belgian yeast leaves the palate creamy instead of dry. This is an awe-some beer for Belgian and hop fans alike.\t",10.25,50,80,29,76,77,89,145,77,0,111,132,58,100,4.142857,4.083333,4.059524,4.142857,4.047619
IPA,Back In Black,21st Amendment Brewery,21st Amendment Brewery Back In Black,Notes:ABV varies around 7%.65 IBU\t,6.8,50,70,14,50,7,95,23,19,0,20,92,11,91,3.654599,4.024462,3.64775,3.6105680000000002,3.696673
IPA,Yakima Glory,Victory Brewing Company,Victory Brewing Company Yakima Glory,"Notes:According to the brewery's website: ""A dark IPA"".Available November to January.\t",8.7,50,70,10,54,17,103,52,43,0,61,103,10,85,3.911852,4.122963,3.945926,3.985185,3.877037
IPA,Hoppy Feet,Clown Shoes,Clown Shoes Hoppy Feet,Notes:,7,50,70,11,45,14,82,33,9,0,9,87,5,70,3.927165,4.124016,3.875984,3.937008,3.885827
IPA,Hop In The Dark Cascadian Dark Ale,Deschutes Brewery,Deschutes Brewery Hop In The Dark Cascadian Dark Ale,"Notes:An India Black Ale.Available - May to SeptemberAlc. by Vol. - 6.5% (2010), 6.9% (2011)IBUs - 75\t",6.9,50,70,15,82,17,144,58,64,0,86,133,12,115,4.02599,4.147277,3.939356,4.101485,4.033416
IPA,Reserve Special Black Ale,Dark Horse Brewing Company,Dark Horse Brewing Company Dark Horse Reserve Special Black Bier Ale,"Notes:Conceived in a dimly lit room on a blistery cold night in the Upper Peninsula of Michigan, but born and raised here in Marshall Michigan. The Reserve Special is the oldest of all beers in the Dark Horse family. It has an incredibly “thick” presence and when poured into a glass its color is so dark it’s eerie. The flavors explode onto your taste buds with heavy malt, roast, and chocolate, but stay very balanced. The Reserve Special Black Ale has a hard time being called a stout or porter but it fits nicely into the category of a delicious strong black ale.\t",7.5,50,70,14,63,7,68,44,7,0,13,53,9,101,3.980962,4.131263,3.936874,4.058116,3.931864
IPA,Pitch Black IPA,Widmer Brothers Brewing Company,Widmer Brothers Brewing Company Pitch Black IPA,"Notes:Originally brewed as a 2010 one-time release called W'10, now a seasonal called simply 'Pitch Black IPA'availability: January - Aprilbitterness: 65 IBUalcohol by volume: 6.5%original gravity: 16° PLATOMalts:Two Row Pale, Caramel 10 L, Special Roast, Carafa Special IIHops:Bittering: AlchemyAroma: Alchemy, CascadesDry Hop: Cascade T-45\t",6.5,50,70,11,45,12,84,29,18,0,15,93,8,73,3.761044,3.965863,3.761044,3.807229,3.845382
IPA,Heavy Seas Black Cannon,Heavy Seas Beer,Heavy Seas Beer Heavy Seas Black Cannon,Notes:,7.25,50,70,20,94,23,145,71,42,0,70,140,11,121,3.768293,4.004065,3.841463,3.934959,3.861789
IPA,Anger,Greenbush Brewing Company,Greenbush Brewing Company Anger,Notes:,7.6,50,70,7,45,11,79,29,27,0,25,86,3,61,4.25,4,3.9375,4.4375,4.375
IPA,Black Racer,Bear Republic Brewing Co.,Bear Republic Brewing Co. Black Racer,Notes:Black Racer™ blends Bear Republic's love of hops with the Pacific Northwest's appreciation for dark ales. Our pit crew brews this award winning ale which boldly defines a new frontier of flavors and always maintains pole position. Race to the Dark Side™.Bronze 2011 Great American Beer Festival American-Style Black AleGold 2012 World Beer Cup American-Style Black Ale\t,8.1,50,70,17,86,11,148,65,43,0,54,142,14,134,3.666667,3.666667,3.666667,4,4.166667
IPA,Hop Strike Black IPA,Tommyknocker Brewery,Tommyknocker Brewery Hop Strike Black IPA,Notes:Hop Strike is a dry hopped black rye IPA. The beer is characterized by an intermingling of spicy citrus hops and chocolate malt. Substantial 78 IBUs are balanced by roasted rye resulting in a nice depth of malt character and deep color.\t,6.5,50,70,22,75,11,101,44,19,1,23,115,18,126,3.819444,4.038194,3.791667,3.881944,3.902778
IPA,Toxic Sludge,Blue Point Brewing Company,Blue Point Brewing Company Blue Point Toxic Sludge,"Notes:While birds of a feather stick together, their wings should not. We blew our cap seeing images of oilslick seabirds and thinking about what may happen to more of our fine, feathered-friends as they migrate south this fall, so we hatched this flighty idea for a specialty brew called 'Toxic Sludge'.All of the proceeds will benefit Tri-State Bird Rescue & Research's ""Spreading Our Wings"" campaign and their efforts to build a Wildlife Response Annex. To learn more, please visit: www.tristatebird.orgIn times of crisis (like this) we figure you can either hibernate or participate.Try this tasty, dry-hopped black IPA. It's as smooth as water off a duck's back. So everytime you drink one, please let out a loud squawk in honor of our beautiful, beaked brethen.We hope you can dig deep in your hearts (and pockets) to help support the effort.Be Well,Mark & Pete\t",7,50,70,22,64,20,120,59,17,4,22,147,5,109,3.785714,4.054945,3.862637,3.824176,3.862637
IPA,James Black Ale,Hill Farmstead Brewery,Hill Farmstead Brewery James Black Ale,"Notes:James was our Uncle (Edward James Hill Jr.). Hill Farmstead Brewery rests upon the land that was once home to him and his four siblings. In his honor, this Black Ale is dutifully crafted from American and German malted barley, American hops, our ale yeast, and water from James’ well. It is unfiltered, naturally carbonated, and dry hopped. Roasty and smooth, with accents of chocolate and a balanced hoppy finish, this is the ale that I dream to have shared with James.Pale and Caramel Malt; Roasted Barley; Centennial and Columbus hops; Ale Yeast, and our Well Water.\t",6.8,50,70,25,72,7,113,51,44,0,57,123,3,90,4.289474,4.078947,4.131579,4.315789,4.236842
IPA,Damien,Surly Brewing Company,Surly Brewing Company Damien,"Notes:From the blackest depths of the brewhouse comes Damien, Child of Darkness. Spawned from the usually discarded remnants of Darkness, Damien is a dry-hopped black ale with flavors of roasted malt and dark brown sugar. Tangerine and pine aromatics only add to its insidious appeal.\t",6.5,50,70,16,63,13,90,65,21,0,35,78,16,84,4.145833,3.916667,3.708333,4.104167,4.0625
IPA,Morimoto Black Obi Soba Ale,Rogue Ales,Rogue Ales Morimoto Black Obi Soba Ale,"Notes:12 Ingredients:Malts: Roasted Soba, Harrington, Metcalf, Munich, C-15, C-60 and Carafa Special No. 2Hops: Horizon, Sterling and Cascade. Yeast & Water: Rogue's Pacman Yeast & Free Range Coastal Water.12º PLATO30 IBU75 AA36º Lovibond\t",4.8,50,70,17,59,10,53,47,17,1,16,38,17,112,3.609914,3.920259,3.627155,3.704741,3.700431
IPA,Widow Maker Black Ale,Keweenaw Brewing Company,Keweenaw Brewing Company Widow Maker Black Ale,"Notes:Don't let its looks deceive you. Clean and smooth, easy on the hops and easy on the palate; this light bodied ale has a surprising depth of malt flavors with pleasant hints of a smoky molasses.\t",5.2,50,70,12,42,4,31,24,14,0,2,23,8,64,3.264706,3.735294,3.352941,3.333333,3.617647
IPA,Black Hatter,New Holland Brewing Company,New Holland Brewing Company New Holland Black Hatter,Notes:,5.5,50,70,15,69,23,113,63,70,0,77,142,8,104,3.657407,4,3.62037,3.657407,3.675926
IPA,Hop Noir,Peak Organic Brewing Company,Peak Organic Brewing Company Hop Noir,"Notes:Hop Noir is a delectable Black IPA, dripping with piney, aromatic Centennial hops. The malt base is dark and rich, anchored by organic black malt. This provides a strong foundation for the extravagant kettle hopping and dry-hopping that this beer experiences. Enjoy with a night-light.98 IBU\t",7.7,50,70,13,60,19,100,59,26,0,37,100,6,96,3.852113,4.169014,3.816901,3.795775,3.816901
IPA,Black Perle Dark India Pale Ale,RJ Rockers Brewing Company,RJ Rockers Brewing Company Black Perle,"Notes:The first release in the ""Ales from the Dark Side"" series...A dark, roasted twist on the traditional IPA that uses an absurd amount of malt and is ""octo-hopped"" with the German Perle hop. The biggest beer in the RJ Rockers linup to date.\t",9.5,50,70,8,87,25,114,70,16,0,18,105,18,111,3.75,3.9,3.8625,3.91875,3.875
IPA,Bludgeon Yer Eye PA,Short's Brewing Company,Short's Brewing Company Bludgeon Yer Eye PA,Notes:,5,50,70,14,71,12,130,27,42,0,49,138,11,76,3.914894,3.989362,3.797872,3.93617,3.925532
IPA,NetherWorld Cascadian Dark Ale,Flying Monkeys Craft Brewery,Flying Monkeys Craft Brewery Flying Monkeys Netherworld Cascadian Dark Ale,Notes:Formerly known as Flying Monkeys Netherworld India Pale Porter.35 IBU\t,6,50,70,30,72,8,124,46,41,0,53,115,13,111,3.842105,4.017544,3.701754,3.807018,3.921053
IPA,Foster,Hill Farmstead Brewery,Hill Farmstead Brewery Foster,"Notes:Foster is our Black Wheat IPA, brewed with a large percentage of malted wheat and hopped with our favorite American hop varieties.\t",6.5,50,70,23,70,5,106,34,29,0,31,123,6,112,4.166667,4.055556,4.194444,4.361111,4.361111
IPA,IPA,Harpoon Brewery,Harpoon Brewery Harpoon IPA,"Notes:We started brewing this beer as a summer seasonal in 1993. There were some great IPAs out in the Pacific Northwest, but no local IPAs on the east coast. We wanted to have a local IPA, so we brewed one. People absolutely loved it, and so did we. So we made it a year-round beer, and it’s now our bestselling beer and our flagship.Since its introduction, Harpoon IPA has remained unique in its ability to balance hop bitterness with a strong malt backbone. Dry-hopped with Cascade hops, it has a floral hop aroma and a finish that is bitter (it is an IPA after all!) without being harsh or astringent. Combined with a malty sweetness and the fruity esters of our proprietary yeast, those hops create a beer that is wonderfully hoppy but clean and refreshing enough to enjoy a few of - and we hope you do.42 IBU\t",5.9,35,60,17,31,13,74,35,31,0,39,110,8,61,3.564855,3.691937,3.589395,3.605171,3.829097
IPA,Commodore Perry,Great Lakes Brewing Company,Great Lakes Brewing Company Great Lakes Commodore Perry IPA,"Notes:A medium-bodied and well hopped India pale ale with a dry, fruity finish. Named in honor of the hero of the Battle of Lake Erie during the War of 1812. ""Don't Give Up the Sip!\t",7.7,35,60,11,29,11,51,47,40,1,45,82,6,42,3.812861,3.939306,3.932081,3.975434,3.970376
IPA,India AleSamuel Smith Old Brewery (Tadcaster),Samuel Smith Old Brewery (Tadcaster),Samuel Smith Old Brewery (Tadcaster) Samuel Smith's India Ale,Notes:,5,35,60,21,30,6,53,42,28,1,33,86,12,53,3.596692,3.903308,3.749364,3.73855,3.868957
IPA,Blind Faith,Magic Hat Brewing Company,Magic Hat Brewing Company Blind Faith,"Notes:An ale of enlightenment created to aid in deciphering the puzzles along life's road, and to interpret signs in the voyages of the spirit. Blind Faith is an extremely well-balanced India Pale Ale with a crisp, refreshing hop bitterness and a deep malt body to match.60 IBU\t",6.2,35,60,13,41,11,56,47,69,0,72,95,4,71,3.705543,3.84873,3.672055,3.792148,3.84642
IPA,Fuggles IPA,Shipyard Brewing Co.,Shipyard Brewing Co. Fuggles IPA,"Notes:Fuggles is a single-hopped, dry, crisp ale that is wonderfully balanced and deceptively smooth.\t",5.8,35,60,29,51,10,85,53,74,3,73,136,11,69,3.166667,3.833333,2.75,3.166667,3.166667
IPA,Lost Sailor India Pale Ale,Berkshire Brewing Company Inc.,Berkshire Brewing Company Inc. Lost Sailor India Pale Ale,"Notes:You don’t need a compass to find your way to our flagship India Pale Ale. This classic British-inspired IPA boasts a well-rounded malt profile, complex floral and citrus aromas, and generous Goldings dry hopping. Well balanced between malt sweetness and hop bitterness.\t",5.8,35,60,11,32,4,61,52,21,1,25,85,1,51,3.784539,3.932566,3.879934,3.939145,4.098684
IPA,IPA,Arcadia Brewing Company,Arcadia Brewing Company Arcadia IPA,"Notes:Dry-hopped with Columbus hops in our open fermenters, our IPA boasts a bright floral aroma and flavor reminiscent of pine and lemon peel. The pronounced hop bitterness is balanced by a medium-bodied caramel and biscuity malt character with a nutty finish. It showcases many subtle earthy bitter notes, rather than the resinous citrus-rind bite often featured in many American-style IPA's.1060 OG; 41 IBU\t",6,35,60,16,48,13,92,45,73,1,90,137,9,90,3.592988,3.753049,3.532012,3.560976,3.592988
IPA,India Pale Ale,Meantime Brewing Company Limited,Meantime Brewing Company Limited India Pale Ale,Notes:,7.5,35,60,16,42,9,62,70,55,1,73,99,11,84,3.847756,4.097756,3.956731,4.016026,4.028846
IPA,India Pale Ale,Green Man Brewery,Green Man Brewery Green Man India Pale Ale,"Notes:Green Man India Pale Ale is delectably hoppy with a properly balanced body. Generous hop additions give it a wonderful bitterness and pleasant floral nose, while our combination of traditional British malts creates a rich, satisfying flavor and alluring copper color. This authentic English-style IPA is our flagship ale.\t",6.2,35,60,20,35,5,74,15,27,0,30,115,6,50,3.457143,3.857143,3.714286,3.628571,3.728571
IPA,Hitachino Nest Japanese Classic Ale,Kiuchi Brewery,Kiuchi Brewery Hitachino Nest Japanese Classic Ale,Notes:Hitachino Japanese Classic Ale is brewed following the original India Pale Ale brought to Japan in the 19th century . It is slowly matured in Cedar casks which are commonly used in the brewing of traditional Japanese sake.\t,7,35,60,18,48,16,64,70,73,0,105,103,27,77,3.804455,3.886139,3.821782,3.85396,3.722772
IPA,Cold Hop British-Style Ale,Boulder Beer / Wilderness Pub,Boulder Beer / Wilderness Pub Cold Hop British-Style Ale,Notes:,6.8,35,60,24,60,15,98,90,78,6,98,138,8,98,3.788961,3.801948,3.792208,3.850649,3.936688
IPA,Naughty 90,Toppling Goliath Brewing Company,Toppling Goliath Brewing Company Naughty 90,"Notes:Our Naughty 90 Oaked IPA was inspired by ocean bound, oak barreled brews of the 1800’s. Packed with hops on a 90-minute schedule, uniquely malted, then aged on a bed of oak, this IPA delivers a taste that is both innovative and timeless.100+ IBU\t",8,35,60,17,40,21,57,54,24,0,33,73,29,102,4.375,4.625,4.625,4.75,4.5
IPA,India Pale Ale,St. Peter's Brewery Co Ltd,St. Peter's Brewery Co Ltd St. Peter's India Pale Ale,"Notes:This ale is traditionally highly hopped and robust to survive the long voyage to the Indian sub-continent. The result is a full-bodied Pale Ale with a zesty character. Dark golden in colour, pleasing toffee aromas, and distinctive floral citrus flavours.\t",5.5,35,60,11,38,12,73,42,38,0,32,108,12,69,3.209239,3.605978,3.461957,3.410326,3.472826
IPA,Kennebunkport IPA,Federal Jack's Restaurant & Brew Pub,Federal Jack's Restaurant & Brew Pub Kennebunkport IPA,Notes:,6.2,35,60,8,23,11,43,34,16,1,16,62,2,36,2.719828,3.405172,3.107759,2.676724,2.883621
IPA,Hopnotic India Pale Ale,Cricket Hill Brewing Co.,Cricket Hill Brewing Co. Hopnotic India Pale Ale,Notes:,6.5,35,60,23,56,10,96,50,68,4,91,131,10,60,3.120968,3.548387,3.387097,3.282258,3.471774
IPA,Fuller's India Pale Ale,Fuller Smith & Turner PLC,Fuller Smith & Turner PLC Fuller's India Pale Ale,Notes:,4.9,35,60,10,31,8,57,28,34,0,33,89,6,53,3.826772,3.933071,3.854331,3.956693,4.07874
IPA,El Guapo Agave IPA,O'Connor Brewing Co.,O'Connor Brewing Co. El Guapo IPA,Notes:70 IBU\t,7.5,35,60,17,23,18,30,29,28,0,31,46,5,24,3,3.5,3.333333,3.333333,3.333333
IPA,Old East India Pale Ale,Sea Dog Brewing Company,Sea Dog Brewing Company Sea Dog Old East India Pale Ale,"Notes:Fashioned after the famous ales from Burton-On-Trent which took on such bold character after surviving the long, rolling voyage from London to Calcutta in the days of the Empire. This is an amber colored masterpiece in the world of beer styles.\t",6.2,35,60,16,39,5,79,56,32,0,36,107,6,69,3.376923,3.684615,3.5,3.473077,3.611538
IPA,Duke Of Wellington India Pale Ale,Granite City Food & Brewery,Granite City Food & Brewery Duke Of Wellington India Pale Ale,Notes:The copper color of this India Pale Ale hints at the strong malt character needed to support the huge hoppy flavors and defining bitterness of this classic beer.\t,5.2,35,60,6,27,7,64,30,35,1,37,88,4,51,3.316901,3.507042,3.34507,3.330986,3.352113
IPA,Deuchars IPA,The Caledonian Brewing Company,The Caledonian Brewing Company Deuchars IPA,Notes:4.4% ABV in bottles and 3.8% in cask.\t,4.4,35,60,27,53,5,57,20,29,1,31,90,18,59,3.782051,3.722222,3.735043,3.888889,4.021368
IPA,Southampton Burton IPA,Southampton Publick House,Southampton Publick House Southampton Burton Ale,Notes:,6.5,35,60,20,33,18,89,77,61,0,67,127,7,100,3.916667,3.888889,3.861111,3.944444,4.138889
IPA,Flagship IPA,Carolina Brewery,Carolina Brewery Flagship IPA,"Notes:This India Pale Ale is an oldie but goodie. Floral and piney hops rise from a crisp nose, with strong notes of caramunich and caramel malts. The perfect pairing for any meal!87 IBU\t",5.9,35,60,16,44,7,78,37,31,3,35,117,5,80,3.526316,3.657895,3.618421,3.697368,3.697368
IPA,St-Ambroise India Pale Ale,McAuslan Brewing,McAuslan Brewing St-Ambroise India Pale Ale,"Notes:McAuslan presents its New World take on the classic IPAs of the 19th-century England. In those days, the beers was brewed extra-strong and generously hopped to help it survive the long journey to India. Inspired by that history and today’s blod American IPAs, we’ve married Cascade and Chinook hops with a subtle blend of malts -anyone who appreciates strong ale will love it. Hop bitterness and malt smoothness: it’s a journey your taste buds will enjoy time and again.\t",6.2,35,60,24,37,21,107,51,77,1,85,171,14,92,3.571429,3.803571,3.589286,3.642857,3.571429
IPA,Proper Job,St. Austell Brewery,St. Austell Brewery Proper Job,"Notes:An award-winning modern India Pale Ale, packed full of citrus, pineapple and grapefruit resinous flavours with a fine crisp bitter finish. On cask at 4.5%, bottled and canned at 5.5%, on keg at 4.5% and exported in keg at 5.5%.\t",5.5,35,60,25,40,3,59,27,43,0,53,83,12,33,3.638889,3.722222,3.833333,3.944444,4
IPA,Dead Elephant,Railway City Brewing Company,Railway City Brewing Company Railway City Dead Elephant Ale,"Notes:Dead Elephant is a full bodied golden pale ale that pours with a linen white medium density head leaving spider web lace on the glass. On the palate, the flavour is sweet and fruity malts up front (apricot, mango) with a bit of candy, and slight grassy notes that fall away to reveal a hint of biscuit with rather pleasant grapefruit and perfume undertones. To the nose, there is a mild malt aroma that accentuates the robust floral bouquet derived from the hops.\t",6.5,35,60,22,34,12,63,62,57,0,75,90,8,63,3.52381,3.738095,3.666667,3.630952,3.666667
IPA,Trinity IPA,Trinity Brewhouse,Trinity Brewhouse Trinity IPA,Notes:,7,35,60,30,42,8,106,42,44,4,51,172,8,82,3.598765,3.839506,3.574074,3.604938,3.660494
